Food,Ingredient,Origin
Toyga_soup,Chickpea,Turkey
Cachapa,Maize,Venezuela
Fahsa,Lamb_and_mutton,Yemen
Mandi_(food),Meat,Yemen
Mandi_(food),Rice,Yemen
Mandi_(food),Spice,Yemen
Mandi_(food),Chicken_(food),Yemen
Pisca_Andina,Carrot,Venezuela
Pisca_Andina,Potato,Venezuela
Pisca_Andina,Broth,Venezuela
Pisca_Andina,Egg_(food),Venezuela
Canh_chua,Pineapple,Vietnam
Canh_chua,Tomato,Vietnam
Canh_chua,Bean_sprout,Vietnam
Canh_chua,Fish,Vietnam
Canh_chua,Tamarind,Vietnam
Coconut_candy,Coconut,Vietnam
Pho,Beef,Vietnam
Pho,Chicken_(food),Vietnam
Pho,Rice_noodles,Vietnam
Saltah,Garlic,Yemen
Saltah,Tomato,Yemen
Saltah,Skhug,Yemen
Saltah,Herb,Yemen
Saltah,Fenugreek,Yemen
Chuchvara,Flour,Uzbekistan
Chuchvara,Water,Uzbekistan
Chuchvara,Pork,Uzbekistan
Chuchvara,Egg_(food),Uzbekistan
Kakinada_khaja,Sugar,Uzbekistan
Kakinada_khaja,Wheat_flour,Uzbekistan
Skhug,Bell_pepper,Yemen
Skhug,Coriander,Yemen
Skhug,Garlic,Yemen
Naryn_(dish),Noodle,Uzbekistan
Naryn_(dish),Horse_meat,Uzbekistan
Sonofabitch_stew,Offal,United_States
Sonofabitch_stew,Beef,United_States
Coconut_rice,Coconut,Venezuela
Coconut_rice,Rice,Venezuela
Tuna_fish_sandwich,Mayonnaise,United_States
Tuna_fish_sandwich,Tuna_salad,United_States
Tuna_fish_sandwich,Celery,United_States
Chantilly_cake,Butter,United_States
Chantilly_cake,Sugar,United_States
Chantilly_cake,Vanilla_extract,United_States
Chantilly_cake,Chocolate_cake,United_States
Chantilly_cake,Yolk,United_States
Cookie_salad,Vanilla,United_States
Cookie_salad,Whipped_cream,United_States
Cookie_salad,Mandarin_orange,United_States
Strawberry_Delight,Butter,United_States
Strawberry_Delight,Gelatin,United_States
Strawberry_Delight,Strawberry,United_States
Strawberry_Delight,Cream_cheese,United_States
Strawberry_Delight,Whipped_cream,United_States
Strawberry_Delight,Graham_cracker,United_States
Jewish_apple_cake,Apple,United_States
Boston_cream_pie,Custard,United_States
Boston_cream_pie,Cream,United_States
Boston_cream_pie,Sponge_cake,United_States
Bourbon_chicken,Chicken,United_States
Brunswick_stew,Meat,United_States
Brunswick_stew,Maize,United_States
Brunswick_stew,Okra,United_States
Brunswick_stew,Tomato,United_States
Brunswick_stew,Phaseolus_lunatus,United_States
Brunswick_stew,Vegetable,United_States
Buckeye_candy,Chocolate,United_States
Buckeye_candy,Peanut_butter,United_States
Chili_con_carne,Chili_pepper,United_States
Chili_con_carne,Bean,United_States
Chili_con_carne,Meat,United_States
Chili_con_carne,Tomato,United_States
Cobbler_(food),Pie,United_States
Cobbler_(food),Biscuit_(bread),United_States
Cobbler_(food),Batter_(cooking),United_States
Denver_sandwich,Bell_pepper,United_States
Denver_sandwich,Scrambled_eggs,United_States
Denver_sandwich,Onion,United_States
Denver_sandwich,Denver,United_States
Dessert_bar,Butter,United_States
Dessert_bar,Flour,United_States
Dessert_bar,Milk,United_States
Dessert_bar,Sugar,United_States
Dessert_bar,Egg_(food),United_States
Ice_cream_soda,Ice_cream,United_States
Ice_cream_soda,Syrup,United_States
Ice_cream_soda,Soft_drink,United_States
Ice_cream_soda,Carbonated_water,United_States
Italian_dressing,Bell_pepper,United_States
Italian_dressing,Corn_syrup,United_States
Italian_dressing,Spice,United_States
Italian_dressing,Sugar,United_States
Italian_dressing,Vinegar,United_States
Italian_dressing,Water,United_States
Italian_dressing,Herb,United_States
Italian_dressing,Vegetable_oil,United_States
Italian_dressing,Lemon,United_States
Poke_(Hawaii),Chili_pepper,United_States
Poke_(Hawaii),Soy_sauce,United_States
Poke_(Hawaii),Inamona,United_States
Poke_(Hawaii),Yellowfin_tuna,United_States
Poke_(Hawaii),Sea_salt,United_States
Poke_(Hawaii),Sesame_oil,United_States
Poke_(Hawaii),Limu_(algae),United_States
Pullman_loaf,Flour,United_States
Russian_dressing,Ketchup,United_States
Russian_dressing,Mayonnaise,United_States
Russian_dressing,Spice,United_States
Russian_dressing,Chives,United_States
Russian_dressing,Horseradish,United_States
Russian_dressing,Pimiento,United_States
Watergate_salad,Marshmallow,United_States
Watergate_salad,Pineapple,United_States
Watergate_salad,Pistachio_pudding,United_States
Watergate_salad,Cool_Whip,United_States
Club_sandwich,Bacon,United_States
Club_sandwich,Mayonnaise,United_States
Club_sandwich,Bread,United_States
Club_sandwich,Lettuce,United_States
Club_sandwich,Tomato,United_States
Club_sandwich,Turkey_meat,United_States
Black_and_white_cookie,Shortbread,United_States
Black_and_white_cookie,Fondant_icing,United_States
Booyah_(stew),Seasoning,United_States
Booyah_(stew),Meat,United_States
Booyah_(stew),Celery,United_States
Booyah_(stew),Potato,United_States
Booyah_(stew),Pork,United_States
Booyah_(stew),Rutabaga,United_States
Booyah_(stew),Chicken_(food),United_States
Booyah_(stew),Vegetable,United_States
Gibraltar_rock_(candy),Clove,United_States
Gibraltar_rock_(candy),Flavor,United_States
Gibraltar_rock_(candy),Sugar,United_States
Gibraltar_rock_(candy),Peppermint,United_States
Gibraltar_rock_(candy),Lemon,United_States
Green_bean_casserole,Green_bean,United_States
Green_bean_casserole,Cream_of_mushroom_soup,United_States
Green_bean_casserole,Fried_onion,United_States
Melt_sandwich,Tuna,United_States
Melt_sandwich,Ham,United_States
Melt_sandwich,Cheese,United_States
Melt_sandwich,Bread,United_States
Melt_sandwich,Steak_sandwich,United_States
Melt_sandwich,Chicken_sandwich,United_States
Melt_sandwich,Patty,United_States
Melt_sandwich,Turkey_meat,United_States
Natchitoches_meat_pie,Capsicum,United_States
Natchitoches_meat_pie,Beef,United_States
Natchitoches_meat_pie,Garlic,United_States
Natchitoches_meat_pie,Onion,United_States
Natchitoches_meat_pie,Pork,United_States
Natchitoches_meat_pie,Oil,United_States
Ranch_dressing,Garlic,United_States
Ranch_dressing,Onion,United_States
Ranch_dressing,Herb,United_States
Ranch_dressing,Buttermilk,United_States
Taffy_(candy),Butter,United_States
Taffy_(candy),Flavor,United_States
Taffy_(candy),Sugar,United_States
Taffy_(candy),Food_coloring,United_States
Taffy_(candy),Vegetable_oil,United_States
Chiffon_cake,Flour,United_States
Chiffon_cake,Sugar,United_States
Chiffon_cake,Egg_(food),United_States
Chiffon_cake,Vegetable_oil,United_States
Chipped_beef,Beef,United_States
Michigan_hot_dog,Hot_dog_bun,United_States
Michigan_hot_dog,Hot_dog,United_States
Pilgrim_(sandwich),Bread,United_States
Pilgrim_(sandwich),Bread_roll,United_States
Slider_(sandwich),Hamburger,United_States
Slider_(sandwich),Bun,United_States
Steak_Diane,Beefsteak,United_States
Jello_salad,Fruit,United_States
Jello_salad,Gelatin,United_States
Jello_salad,Carrot,United_States
American_chop_suey,Macaroni,United_States
American_chop_suey,Ground_beef,United_States
Vietnamese_iced_coffee,Condensed_milk,Vietnam
Vietnamese_iced_coffee,Coffee_roasting,Vietnam
Irish_potato_candy,Cinnamon,United_States
Irish_potato_candy,Sugar,United_States
Cranberry_sauce,Cranberry,United_States
Cranberry_sauce,Sugar,United_States
Cranberry_sauce,Water,United_States
Hasty_pudding,Cereal,United_States
Hasty_pudding,Milk,United_States
Hasty_pudding,Water,United_States
Mulligan_stew_(food),Meat,United_States
Mulligan_stew_(food),Potato,United_States
Mulligan_stew_(food),Vegetable,United_States
Chicken_mull,Butter,United_States
Chicken_mull,Cream,United_States
Chicken_mull,Milk,United_States
Chicken_mull,Broth,United_States
Chicken_mull,Chicken_(food),United_States
Flummadiddle,Clove,United_States
Flummadiddle,Molasses,United_States
Flummadiddle,Spice,United_States
Flummadiddle,Pork,United_States
Flummadiddle,Staling,United_States
Flummadiddle,Allspice,United_States
Collard_liquor,Turnip,United_States
Collard_liquor,Pork,United_States
Collard_liquor,Turkey,United_States
Collard_liquor,Leaf_vegetable,United_States
Collard_liquor,Mustard_plant,United_States
Indian_ice_cream_(Canada),Sugar_substitute,United_States
Indian_ice_cream_(Canada),Water,United_States
Indian_ice_cream_(Canada),Shepherdia_canadensis,United_States
Bob_Andy_pie,Cinnamon,United_States
Bob_Andy_pie,Clove,United_States
Glorified_rice,Pineapple,United_States
Glorified_rice,Rice,United_States
Glorified_rice,Whipped_cream,United_States
Cinnamon_toothpick,Resin,United_States
Cinnamon_toothpick,Toothpick,United_States
Hot_chicken,Cayenne_pepper,United_States
Hot_chicken,Chicken_(food),United_States
Seven-layer_salad,Bacon,United_States
Seven-layer_salad,Cheddar_cheese,United_States
Seven-layer_salad,Cucumber,United_States
Seven-layer_salad,Lettuce,United_States
Seven-layer_salad,Onion,United_States
Seven-layer_salad,Sweet_pea,United_States
Seven-layer_salad,Tomato,United_States
Seven-layer_salad,Boiled_egg,United_States
She-crab_soup,Crab,United_States
She-crab_soup,Sherry,United_States
She-crab_soup,Cream,United_States
She-crab_soup,Milk,United_States
She-crab_soup,Fish_stock_(food),United_States
She-crab_soup,Callinectes_sapidus,United_States
Carolina_style,Onion,United_States
Carolina_style,Coleslaw,United_States
Carolina_style,Chili_con_carne,United_States
Sunbutter,Sunflower_seed,United_States
Cottage_Pudding,Custard,United_States
Cream_of_mushroom_soup,Roux,United_States
Cream_of_mushroom_soup,Cream,United_States
Cream_of_mushroom_soup,Milk,United_States
Cream_of_mushroom_soup,Broth,United_States
Cream_of_mushroom_soup,Edible_mushroom,United_States
Catfish_stew,Catfish,United_States
Catfish_stew,Hot_sauce,United_States
Catfish_stew,Tabasco_sauce,United_States
Catfish_stew,Onion,United_States
Catfish_stew,Potato,United_States
Catfish_stew,Tomato,United_States
Puffcorn,Flavor,United_States
Puffcorn,Cornmeal,United_States
Cocoa_Puffs,Canola,United_States
Cocoa_Puffs,Corn_syrup,United_States
Cocoa_Puffs,Sugar,United_States
Cocoa_Puffs,Maize,United_States
Cocoa_Puffs,Cocoa_solids,United_States
Cocoa_Puffs,Cornmeal,United_States
Cocoa_Puffs,Rice_bran_oil,United_States
Rice_Krispies_Treats,Butter,United_States
Rice_Krispies_Treats,Marshmallow,United_States
Rice_Krispies_Treats,Rice_Krispies,United_States
Rice_Krispies_Treats,Margarine,United_States
Angel_food_cake,Potassium_bitartrate,United_States
Angel_food_cake,Egg_white,United_States
Angel_food_cake,Wheat_flour,United_States
Cornbread,Baking_powder,United_States
Cornbread,Cornmeal,United_States
Graham_cracker,Graham_flour,United_States
Ry-Krisp,Rye,United_States
Happy_Cake,Coconut,United_States
Happy_Cake,Pineapple,United_States
Happy_Cake,Macadamia,United_States
Sealed_crustless_sandwich,Bread,United_States
Bologna_sandwich,Condiment,United_States
Bologna_sandwich,White_bread,United_States
Bologna_sandwich,Bologna_sausage,United_States
Scali_bread,Flour,United_States
Scali_bread,Water,United_States
Scali_bread,Yeast,United_States
Scali_bread,Sesame,United_States
Coconut_cake,Coconut,United_States
Coconut_cake,Icing_(food),United_States
Monte_Cristo_sandwich,Ham,United_States
Monte_Cristo_sandwich,Cheese,United_States
Monte_Cristo_sandwich,Bread,United_States
Monte_Cristo_sandwich,Batter_(cooking),United_States
Monte_Cristo_sandwich,Gruyère_cheese,United_States
Saltine_cracker,Flour,United_States
Saltine_cracker,Sodium_bicarbonate,United_States
Saltine_cracker,Shortening,United_States
Saltine_cracker,Bakers_yeast,United_States
Derby_pie,Chocolate,United_States
Derby_pie,Pecan,United_States
Derby_pie,Walnut,United_States
Anadama_bread,Molasses,United_States
Anadama_bread,Wheat,United_States
Anadama_bread,Cornmeal,United_States
Horseshoe_sandwich,Hamburger,United_States
Horseshoe_sandwich,Ham,United_States
Horseshoe_sandwich,Bread,United_States
Maxwell_Street_Polish,Kielbasa,United_States
Maxwell_Street_Polish,Bun,United_States
Maxwell_Street_Polish,Onion,United_States
Maxwell_Street_Polish,Mustard_(condiment),United_States
Maxwell_Street_Polish,Capsicum_annuum,United_States
Bundt_cake,Flour,United_States
Bundt_cake,Sugar,United_States
Bundt_cake,Egg_(food),United_States
Philadelphia_Pepper_Pot,Seasoning,United_States
Philadelphia_Pepper_Pot,Tripe,United_States
Philadelphia_Pepper_Pot,Vegetable,United_States
Haliva,Beef,Circassia
Haliva,Leek,Circassia
St._Paul_sandwich,Mayonnaise,United_States
St._Paul_sandwich,White_bread,United_States
St._Paul_sandwich,Lettuce,United_States
St._Paul_sandwich,Tomato,United_States
St._Paul_sandwich,Egg_foo_young,United_States
St._Paul_sandwich,Pickled_cucumber,United_States
St._Paul_sandwich,White_onion,United_States
Saimin,Scallion,United_States
Saimin,Dashi,United_States
Saimin,Egg_(food),United_States
Saimin,Wheat_flour,United_States
Mandoca,Cheese,Venezuela
Mandoca,Sugar,Venezuela
Mandoca,Cornmeal,Venezuela
Mandoca,Papelón,Venezuela
Luther_Burger,Doughnut,United_States
Luther_Burger,Patty,United_States
Tomato_pie,Tomato_sauce,United_States
Tomato_pie,Romano_cheese,United_States
Tomato_pie,Focaccia,United_States
Pudding_corn,Maize,United_States
American_goulash,Beef,United_States
American_goulash,Pasta,United_States
American_goulash,Tomato,United_States
American_goulash,Paprika,United_States
American_goulash,Steak,United_States
Creamed_corn,Maize,United_States
Kettle_corn,Sugar,United_States
Kettle_corn,Maize,United_States
Kettle_corn,Salt,United_States
Kettle_corn,Cooking_oil,United_States
Mozzarella_sticks,Mozzarella,United_States
Mozzarella_sticks,Batter_(cooking),United_States
Mozzarella_sticks,Bread_crumbs,United_States
Red_beans_and_rice,Bell_pepper,United_States
Red_beans_and_rice,Kidney_bean,United_States
Red_beans_and_rice,Rice,United_States
Red_beans_and_rice,Celery,United_States
Red_beans_and_rice,Onion,United_States
Red_beans_and_rice,Pork,United_States
Crackling_bread,Pork_rind,United_States
Crackling_bread,Cornmeal,United_States
Cuban_bread,Flour,United_States
Cuban_bread,Water,United_States
Cuban_bread,Lard,United_States
Cuban_bread,Shortening,United_States
Dimlama,Fruit,Uzbekistan
Dimlama,Beef,Uzbekistan
Dimlama,Meat,Uzbekistan
Dimlama,Onion,Uzbekistan
Dimlama,Potato,Uzbekistan
Dimlama,Vegetable,Uzbekistan
Malooga,Flour,Yemen
Malooga,Water,Yemen
Malooga,Salt,Yemen
Malooga,Bakers_yeast,Yemen
Malooga,Ghee,Yemen
Sour_cream_doughnut,Sour_cream,United_States
Blue_cheese_dressing,Mayonnaise,United_States
Blue_cheese_dressing,Yogurt,United_States
Blue_cheese_dressing,Onion_powder,United_States
Blue_cheese_dressing,Milk,United_States
Blue_cheese_dressing,Vinegar,United_States
Blue_cheese_dressing,Garlic_powder,United_States
Blue_cheese_dressing,Blue_cheese,United_States
Blue_cheese_dressing,Sour_cream,United_States
Grape_pie,Concord_(grape),United_States
Kentucky_jam_cake,Icing_(food),United_States
Kentucky_jam_cake,Fruit_preserves,United_States
Pimento_cheese,Mayonnaise,United_States
Pimento_cheese,Cheddar_cheese,United_States
Pimento_cheese,Pimiento,United_States
Pimento_cheese,Processed_cheese,United_States
Pie_a_la_Mode,Ice_cream,United_States
Pie_a_la_Mode,Pie,United_States
Lahoh,Flour,Yemen
Lahoh,Water,Yemen
Lahoh,Bakers_yeast,Yemen
Malawach,Puff_pastry,Yemen
Ploye,Water,United_States
Ploye,Buckwheat,United_States
Ploye,Baking_powder,United_States
Ploye,Wheat_flour,United_States
Fried_Coke,Cherry,United_States
Fried_Coke,Syrup,United_States
Fried_Coke,Coca-Cola,United_States
Fried_Coke,Whipped_cream,United_States
Fried_Coke,Batter_(cooking),United_States
Fried_Coke,Cinnamon_sugar,United_States
Shoofly_pie,Molasses,United_States
Quick_bread,Flour,United_States
Quick_bread,Leavening_agent,United_States
Crab_rangoon,Crab,United_States
Crab_rangoon,Wonton,United_States
Crab_rangoon,Garlic,United_States
Crab_rangoon,Cream_cheese,United_States
Crab_rangoon,Crab_stick,United_States
Crab_rangoon,Allium_fistulosum,United_States
Kho_(cooking_technique),Coconut,Vietnam
Kho_(cooking_technique),Fish_sauce,Vietnam
Kho_(cooking_technique),Beef,Vietnam
Kho_(cooking_technique),Sugar,Vietnam
Caramel_corn,Caramel,United_States
Caramel_corn,Molasses,United_States
Caramel_corn,Popcorn,United_States
Turtle_soup,Turtle,United_States
Indian_ice_cream_(Alaska),Berry,United_States
Indian_ice_cream_(Alaska),Fat,United_States
Indian_ice_cream_(Alaska),Meat,United_States
Indian_ice_cream_(Alaska),Fish,United_States
Taco_soup,Bean,United_States
Taco_soup,Taco,United_States
Taco_soup,Maize,United_States
Taco_soup,Onion,United_States
Taco_soup,Tomato,United_States
Taco_soup,Ground_beef,United_States
Taco_soup,Olive,United_States
Apple_dumpling,Cinnamon,United_States
Apple_dumpling,Sugar,United_States
Apple_dumpling,Raisin,United_States
Apple_dumpling,Dough,United_States
Apple_dumpling,Apple,United_States
Pecan_pie,Corn_syrup,United_States
Pecan_pie,Pecan,United_States
Southern_Illinois_chowder,Cabbage,United_States
Southern_Illinois_chowder,Beef,United_States
Southern_Illinois_chowder,Tomato,United_States
Southern_Illinois_chowder,Phaseolus_lunatus,United_States
Southern_Illinois_chowder,Green_bean,United_States
Southern_Illinois_chowder,Chicken_(food),United_States
Bacon_Deluxe,Bacon,United_States
Bacon_Deluxe,Cheese,United_States
Bacon_Deluxe,Bun,United_States
Bacon_Deluxe,Patty,United_States
Bacon_Deluxe,Vegetable,United_States
Hummingbird_cake,Flour,United_States
Hummingbird_cake,Pineapple,United_States
Hummingbird_cake,Banana,United_States
Hummingbird_cake,Sugar,United_States
Hummingbird_cake,Pecan,United_States
Hummingbird_cake,Egg_(food),United_States
Louis_dressing,Chili_pepper,United_States
Louis_dressing,Mayonnaise,United_States
Louis_dressing,Scallion,United_States
Parker_House_roll,Butter,United_States
Parker_House_roll,Flour,United_States
Parker_House_roll,Milk,United_States
Parker_House_roll,Sugar,United_States
Parker_House_roll,Egg_(food),United_States
Parker_House_roll,Margarine,United_States
Sloosh,Bacon,United_States
Sloosh,Water,United_States
Sloosh,Lard,United_States
Sloosh,Egg_(food),United_States
Sloosh,Cornmeal,United_States
Dirt_cake,Cream_cheese,United_States
Dirt_cake,Pudding,United_States
Dirt_cake,Gummi_candy,United_States
Dirt_cake,Oreo,United_States
Blooming_onion,Onion,United_States
Blooming_onion,Batter_(cooking),United_States
Italian_hot_dog,Bell_pepper,United_States
Italian_hot_dog,Pizza,United_States
Italian_hot_dog,Onion,United_States
Italian_hot_dog,Potato,United_States
Italian_hot_dog,Bread_roll,United_States
Italian_hot_dog,Hot_dog,United_States
Pistolette,Meat,United_States
Pistolette,Seafood,United_States
Pistolette,Bread_roll,United_States
Sweet_potato_pie,Milk,United_States
Sweet_potato_pie,Sugar,United_States
Sweet_potato_pie,Sweet_potato,United_States
Sweet_potato_pie,Egg_(food),United_States
Lane_cake,Coconut,United_States
Lane_cake,Bourbon_whiskey,United_States
Lane_cake,Pecan,United_States
Lane_cake,Raisin,United_States
Lane_cake,Sponge_cake,United_States
Lane_cake,Candied_fruit,United_States
Frito_pie,Cheese,United_States
Frito_pie,Chili_con_carne,United_States
Frito_pie,Corn_chip,United_States
Grooms_cake,Chocolate,United_States
Grooms_cake,Fruit,United_States
New_Haven-style_pizza,Pecorino_Romano,United_States
New_Haven-style_pizza,Tomato_sauce,United_States
New_York-style_pizza,Mozzarella,United_States
New_York-style_pizza,Tomato_sauce,United_States
Cioppino,Clam,United_States
Cioppino,Mussel,United_States
Cioppino,Scallop,United_States
Cioppino,Shrimp,United_States
Cioppino,Seafood,United_States
Cioppino,Squid,United_States
Cioppino,Wine,United_States
Cioppino,Tomato,United_States
Cioppino,Fish,United_States
Frybread,Lard,United_States
Frybread,Shortening,United_States
Frybread,Cooking_oil,United_States
Frybread,Leavening_agent,United_States
Hot_Brown,Bacon,United_States
Hot_Brown,Mornay_sauce,United_States
Hot_Brown,Turkey_meat,United_States
Salt_water_taffy,Butter,United_States
Salt_water_taffy,Corn_syrup,United_States
Salt_water_taffy,Corn_starch,United_States
Salt_water_taffy,Glycerol,United_States
Salt_water_taffy,Sugar,United_States
Salt_water_taffy,Water,United_States
Salt_water_taffy,Salt,United_States
Salt_water_taffy,Food_coloring,United_States
Honey_bun,Cinnamon,United_States
Honey_bun,Honey,United_States
Honey_bun,Bakers_yeast,United_States
United_States_military_chocolate,Chocolate,United_States
United_States_military_chocolate,Flavor,United_States
United_States_military_chocolate,Sugar,United_States
United_States_military_chocolate,Oat,United_States
United_States_military_chocolate,Powdered_milk,United_States
United_States_military_chocolate,Cocoa_butter,United_States
Tandoor_bread,Flour,Uzbekistan
White_hot,Hot_sauce,United_States
White_hot,Onion,United_States
White_hot,Pork,United_States
White_hot,Mustard_(condiment),United_States
Chivito_(sandwich),Bacon,Uruguay
Chivito_(sandwich),Mayonnaise,Uruguay
Chivito_(sandwich),Ham,Uruguay
Chivito_(sandwich),Mozzarella,Uruguay
Chivito_(sandwich),Bun,Uruguay
Chivito_(sandwich),Tomato,Uruguay
Chivito_(sandwich),Churrasco,Uruguay
Chivito_(sandwich),Olive,Uruguay
Chivito_(sandwich),Boiled_egg,Uruguay
Crawfish_pie,Crayfish_as_food,United_States
