Food,ingr1,ingr2,ingr3,ingr4,ingr5,ingr6,ingr7,ingr8,ingr9,ingr10,ingr11,ingr12,ingr13,ingr14,ingr15,ingr16,ingr17,ingr18,ingr19,ingr20,Origin
Jewish_apple_cake,Apple,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Boston_cream_pie,Custard,Cream,Sponge_cake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bourbon_chicken,Chicken,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Brunswick_stew,Meat,Maize,Okra,Tomato,Phaseolus_lunatus,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Buckeye_candy,Chocolate,Peanut_butter,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Chili_con_carne,Chili_pepper,Bean,Meat,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cobbler_(food),Pie,Biscuit_(bread),Batter_(cooking),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Denver_sandwich,Bell_pepper,Scrambled_eggs,Onion,Denver,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Dessert_bar,Butter,Flour,Milk,Sugar,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Ice_cream_soda,Ice_cream,Syrup,Soft_drink,Carbonated_water,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Italian_dressing,Bell_pepper,Corn_syrup,Spice,Sugar,Vinegar,Water,Herb,Vegetable_oil,Lemon,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Poke_(Hawaii),Chili_pepper,Soy_sauce,Inamona,Yellowfin_tuna,Sea_salt,Sesame_oil,Limu_(algae),?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pullman_loaf,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Russian_dressing,Ketchup,Mayonnaise,Spice,Chives,Horseradish,Pimiento,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Watergate_salad,Marshmallow,Pineapple,Pistachio_pudding,Cool_Whip,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Club_sandwich,Bacon,Mayonnaise,Bread,Lettuce,Tomato,Turkey_meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Black_and_white_cookie,Shortbread,Fondant_icing,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Booyah_(stew),Seasoning,Meat,Celery,Potato,Pork,Rutabaga,Chicken_(food),Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Gibraltar_rock_(candy),Clove,Flavor,Sugar,Peppermint,Lemon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Green_bean_casserole,Green_bean,Cream_of_mushroom_soup,Fried_onion,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Melt_sandwich,Tuna,Ham,Cheese,Bread,Steak_sandwich,Chicken_sandwich,Patty,Turkey_meat,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Natchitoches_meat_pie,Capsicum,Beef,Garlic,Onion,Pork,Oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Ranch_dressing,Garlic,Onion,Herb,Buttermilk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Taffy_(candy),Butter,Flavor,Sugar,Food_coloring,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Chiffon_cake,Flour,Sugar,Egg_(food),Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Chipped_beef,Beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Michigan_hot_dog,Hot_dog_bun,Hot_dog,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pilgrim_(sandwich),Bread,Bread_roll,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Slider_(sandwich),Hamburger,Bun,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Steak_Diane,Beefsteak,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Jello_salad,Fruit,Gelatin,Carrot,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
American_chop_suey,Macaroni,Ground_beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Vietnamese_iced_coffee,Condensed_milk,Coffee_roasting,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Irish_potato_candy,Cinnamon,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cranberry_sauce,Cranberry,Sugar,Water,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Hasty_pudding,Cereal,Milk,Water,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Mulligan_stew_(food),Meat,Potato,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Chicken_mull,Butter,Cream,Milk,Broth,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Flummadiddle,Clove,Molasses,Spice,Pork,Staling,Allspice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Collard_liquor,Turnip,Pork,Turkey,Leaf_vegetable,Mustard_plant,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Indian_ice_cream_(Canada),Sugar_substitute,Water,Shepherdia_canadensis,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bob_Andy_pie,Cinnamon,Clove,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Glorified_rice,Pineapple,Rice,Whipped_cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cinnamon_toothpick,Resin,Toothpick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Hot_chicken,Cayenne_pepper,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Seven-layer_salad,Bacon,Cheddar_cheese,Cucumber,Lettuce,Onion,Sweet_pea,Tomato,Boiled_egg,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
She-crab_soup,Crab,Sherry,Cream,Milk,Fish_stock_(food),Callinectes_sapidus,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Carolina_style,Onion,Coleslaw,Chili_con_carne,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Sunbutter,Sunflower_seed,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cottage_Pudding,Custard,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cream_of_mushroom_soup,Roux,Cream,Milk,Broth,Edible_mushroom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Catfish_stew,Catfish,Hot_sauce,Tabasco_sauce,Onion,Potato,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Puffcorn,Flavor,Cornmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cocoa_Puffs,Canola,Corn_syrup,Sugar,Maize,Cocoa_solids,Cornmeal,Rice_bran_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Rice_Krispies_Treats,Butter,Marshmallow,Rice_Krispies,Margarine,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Angel_food_cake,Potassium_bitartrate,Egg_white,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cornbread,Baking_powder,Cornmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Graham_cracker,Graham_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Ry-Krisp,Rye,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Happy_Cake,Coconut,Pineapple,Macadamia,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Sealed_crustless_sandwich,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bologna_sandwich,Condiment,White_bread,Bologna_sausage,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Scali_bread,Flour,Water,Yeast,Sesame,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Coconut_cake,Coconut,Icing_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Monte_Cristo_sandwich,Ham,Cheese,Bread,Batter_(cooking),Gruyère_cheese,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Saltine_cracker,Flour,Sodium_bicarbonate,Shortening,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Derby_pie,Chocolate,Pecan,Walnut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Anadama_bread,Molasses,Wheat,Cornmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Horseshoe_sandwich,Hamburger,Ham,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Maxwell_Street_Polish,Kielbasa,Bun,Onion,Mustard_(condiment),Capsicum_annuum,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bundt_cake,Flour,Sugar,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Philadelphia_Pepper_Pot,Seasoning,Tripe,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Haliva,Beef,Leek,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
St._Paul_sandwich,Mayonnaise,White_bread,Lettuce,Tomato,Egg_foo_young,Pickled_cucumber,White_onion,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Saimin,Scallion,Dashi,Egg_(food),Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Mandoca,Cheese,Sugar,Cornmeal,Papelón,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Luther_Burger,Doughnut,Patty,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Tomato_pie,Tomato_sauce,Romano_cheese,Focaccia,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pudding_corn,Maize,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
American_goulash,Beef,Pasta,Tomato,Paprika,Steak,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Creamed_corn,Maize,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Kettle_corn,Sugar,Maize,Salt,Cooking_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Mozzarella_sticks,Mozzarella,Batter_(cooking),Bread_crumbs,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Red_beans_and_rice,Bell_pepper,Kidney_bean,Rice,Celery,Onion,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Crackling_bread,Pork_rind,Cornmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cuban_bread,Flour,Water,Lard,Shortening,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Dimlama,Fruit,Beef,Meat,Onion,Potato,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Malooga,Flour,Water,Salt,Bakers_yeast,Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sour_cream_doughnut,Sour_cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Blue_cheese_dressing,Mayonnaise,Yogurt,Onion_powder,Milk,Vinegar,Garlic_powder,Blue_cheese,Sour_cream,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Grape_pie,Concord_(grape),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Kentucky_jam_cake,Icing_(food),Fruit_preserves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pimento_cheese,Mayonnaise,Cheddar_cheese,Pimiento,Processed_cheese,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pie_a_la_Mode,Ice_cream,Pie,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Lahoh,Flour,Water,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Malawach,Puff_pastry,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ploye,Water,Buckwheat,Baking_powder,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Fried_Coke,Cherry,Syrup,Coca-Cola,Whipped_cream,Batter_(cooking),Cinnamon_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Shoofly_pie,Molasses,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Quick_bread,Flour,Leavening_agent,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Crab_rangoon,Crab,Wonton,Garlic,Cream_cheese,Crab_stick,Allium_fistulosum,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Kho_(cooking_technique),Coconut,Fish_sauce,Beef,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Caramel_corn,Caramel,Molasses,Popcorn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Turtle_soup,Turtle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Indian_ice_cream_(Alaska),Berry,Fat,Meat,Fish,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Taco_soup,Bean,Taco,Maize,Onion,Tomato,Ground_beef,Olive,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Apple_dumpling,Cinnamon,Sugar,Raisin,Dough,Apple,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pecan_pie,Corn_syrup,Pecan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Southern_Illinois_chowder,Cabbage,Beef,Tomato,Phaseolus_lunatus,Green_bean,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bacon_Deluxe,Bacon,Cheese,Bun,Patty,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Hummingbird_cake,Flour,Pineapple,Banana,Sugar,Pecan,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Louis_dressing,Chili_pepper,Mayonnaise,Scallion,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Parker_House_roll,Butter,Flour,Milk,Sugar,Egg_(food),Margarine,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Sloosh,Bacon,Water,Lard,Egg_(food),Cornmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Dirt_cake,Cream_cheese,Pudding,Gummi_candy,Oreo,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Blooming_onion,Onion,Batter_(cooking),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Italian_hot_dog,Bell_pepper,Pizza,Onion,Potato,Bread_roll,Hot_dog,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pistolette,Meat,Seafood,Bread_roll,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Sweet_potato_pie,Milk,Sugar,Sweet_potato,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Lane_cake,Coconut,Bourbon_whiskey,Pecan,Raisin,Sponge_cake,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Frito_pie,Cheese,Chili_con_carne,Corn_chip,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Grooms_cake,Chocolate,Fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
New_Haven-style_pizza,Pecorino_Romano,Tomato_sauce,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
New_York-style_pizza,Mozzarella,Tomato_sauce,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Cioppino,Clam,Mussel,Scallop,Shrimp,Seafood,Squid,Wine,Tomato,Fish,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Frybread,Lard,Shortening,Cooking_oil,Leavening_agent,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Hot_Brown,Bacon,Mornay_sauce,Turkey_meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Salt_water_taffy,Butter,Corn_syrup,Corn_starch,Glycerol,Sugar,Water,Salt,Food_coloring,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Honey_bun,Cinnamon,Honey,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
United_States_military_chocolate,Chocolate,Flavor,Sugar,Oat,Powdered_milk,Cocoa_butter,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Tandoor_bread,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
White_hot,Hot_sauce,Onion,Pork,Mustard_(condiment),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Chivito_(sandwich),Bacon,Mayonnaise,Ham,Mozzarella,Bun,Tomato,Churrasco,Olive,Boiled_egg,?,?,?,?,?,?,?,?,?,?,?,Other_region
Crawfish_pie,Crayfish_as_food,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Hot_hamburger_plate,Hamburger,French_fries,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Snickers_salad,Whipped_cream,Granny_Smith,Snickers,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Wheatena,Wheat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Italian_sausage,Anise,Fennel,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Persimmon_pudding,Persimmon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Spoonbread,Cornmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bun_cha,Rice_vermicelli,Nước_chấm,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Jucy_Lucy,Hamburger,Cheese,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bacon_Explosion,Bacon,Sausage,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bagel_dog,Bagel,Hot_dog,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Seattle-style_hot_dog,Hot_dog_bun,Cream_cheese,Hot_dog,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Crab_puff,Crab_meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Scotcheroos,Chocolate,Peanut_butter,Rice_Krispies,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Kubaneh,Butter,Flour,Sugar,Water,Salt,Bakers_yeast,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bacone,Bacon,Gravy,Biscuit,Scrambled_eggs,Cheese,Hash_browns,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Red_slaw,Cabbage,Ketchup,Vinegar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Ajvar,Capsicum,Chili_pepper,Garlic,Eggplant,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pastrmajlija,Meat,Dough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Malidzano,Spice,Sirene,Walnut,Eggplant,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Moussaka,Meat,Potato,Eggplant,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Blaa,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Talo_(food),Water,Maize,Salt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Crumble,Butter,Flour,Fruit,Cheese,Meat,Sugar,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Axoa,Espelette_pepper,Veal,Onion,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Piperade,Bell_pepper,Espelette_pepper,Onion,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Moretum,Cheese,Vinegar,Salt,Oil,Herb,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pasanda,Meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Proja,Mineral_water,Baking_powder,Oil,Cornmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gravlax,Salmon,Sugar,Dill,Salt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Szaloncukor,Chocolate,Fondant_icing,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Viili,Milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Rambak_petis,Shrimp_paste,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Buchteln,Poppy_seed,Fruit_preserves,Bakers_yeast,Curd,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bananas_Foster,Butter,Cinnamon,Banana,Liqueur,Vanilla,Brown_sugar,Rum,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Pastrmajlija,Meat,Dough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pecel,Peanut_sauce,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Liquorice_allsorts,Coconut,Gelatin,Sugar,Anise,Liquorice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Muffuletta,Mortadella,Salami,Provolone,Ham,Mozzarella,Olive_salad,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Luchi,Maida_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Haupia,Corn_starch,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Alfajor,Flour,Honey,Hazelnut,Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Geplak,Coconut,Sugar,Food_coloring,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Salt-rising_bread,Clostridium_perfringens,Milk,Wheat,Maize,Potato,Pre-ferment,Wheat_flour,Clostridium_perfringens,Milk,Wheat,Maize,Potato,Pre-ferment,Wheat_flour,?,?,?,?,?,?,Northern_America
Buttery_(bread),Butter,Flour,Lard,Bakers_yeast,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sno-ball,Water,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Masgouf,Carp,Arabibarbus_grypus,Carp,Arabibarbus_grypus,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Maraca_pie,Banana,Put_chai_ko,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Bourbon_biscuit,Types_of_chocolate,Buttercream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Petha,Winter_melon,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Wingko,Coconut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Poe,Cassava,Coconut,Papaya,Banana,Mango,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chorley_cake,Shortcrust_pastry,Raisin,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Belekoy,Flour,Sugar,Vanilla,Sesame,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chalboribbang,Barley,Adzuki_bean,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gamjajeon,Potato,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Panellets,Pine_nut,Marzipan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ginger_beef,Ginger,Beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Fools_Gold_Loaf,Bacon,Peanut_butter,Fruit_preserves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Northern_America
Parkin_(cake),Butter,Flour,Molasses,Lard,Oatmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Colston_bun,Spice,Dried_fruit,Bakers_yeast,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lincolnshire_sausage,Salvia_officinalis,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Jatguksu,Noodle,Buckwheat,Broth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Espasol,Coconut,Rice_flour,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Memiljeon,Buckwheat,Kimchi,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gamja_ongsimi,Dumpling,Broth,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Orange_cuttlefish,Cuttlefish,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Brudet,Fish,Fish,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pancit_estacion,Annatto,Tinapa,Mung_bean,Kamias,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Butter_pie,Butter,Onion,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Eggies,Butter,Flour,Sugar,Evaporated_milk,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
